"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"GBR","United Kingdom","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.2,,
"GBR","United Kingdom","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.2,,
"GBR","United Kingdom","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.2,,
"GBR","United Kingdom","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.5,,
"GBR","United Kingdom","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.6,,
"GBR","United Kingdom","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.5,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",71.1595631469444,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",71.7724596586552,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",74.9446036179107,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",72.6336194109446,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",78.8918488215355,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",77.8426883796646,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",75.3428273558464,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",79.882906490532,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",79.3252794306299,,
"GBR","United Kingdom","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",74.455738899207,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.0353991596103,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",3.0970933226115,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.8286620381468,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.7610669099484,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2.8701133456369,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.7706942988234,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.7943339980593,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.8104081831697,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",2.7680962978405,,
"GBR","United Kingdom","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",2.7067162057612,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",25.7378650693985,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",26.4869933132313,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",23.0082172549185,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",25.6229076765058,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",19.8297158766043,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",21.9086461993383,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",23.6458125333,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",18.8509567641057,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",19.7176221212176,,
"GBR","United Kingdom","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",24.0387309063096,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.1,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.1,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.2,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.9,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.4,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.9,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",5.9,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",5.7,,
"USA","United States","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",5.8,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",76.7032402090561,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",74.7205204508924,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",74.0650916165993,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",74.8616208198907,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",72.5817116435866,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",73.8709271162014,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",75.7715700873572,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",71.91852103947,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",72.3815675674638,,
"USA","United States","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",74.5330165077621,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",10.668182551429,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",10.424741904427,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",10.764392643314,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.409384249937,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",10.287117909473,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",11.066783713925,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.702044333773,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",11.525822690235,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11.270102488846,,
"USA","United States","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",11.072702830741,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",22.3754666277819,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",23.938587851853,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",24.9986475450427,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",23.4181960021498,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",26.3604535039296,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",25.2537443142306,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",23.0210556132196,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",27.7820983509349,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",26.4007511201488,,
"USA","United States","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",25.3689716489751,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",99.598,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",99.612,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",98.283,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",98.646,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",91.929,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",95.464,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",88.317,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",87.046,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",88.721,,
"DEU","Germany","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",86.831,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",11.481,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.572,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.081,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.767,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2.215,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.21,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.193,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.828,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.497,,
"CAN","Canada","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1.767,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",35.742,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",37.154,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",25.469,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",21.474,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",16.547,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12.306,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",3.665,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",6.754,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",6.854,,
"USA","United States","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",5.613,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.004,,
"AUS","Australia","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.004,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",20.056,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",30.622,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.3,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.232,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.232,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.753,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.753,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.753,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.753,,
"NOR","Norway","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.753,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.235,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9.11,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.949,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.949,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3.116,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.949,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.625,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.949,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.9,,
"SWE","Sweden","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1.625,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",93.768,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",96.517,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",93.954,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",91.791,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",66.686,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",84.672,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",68.355,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",46.256,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",54.964,,
"CHE","Switzerland","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",48.527,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",95.21,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",95.774,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",92.406,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",92.082,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",71.802,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",82.122,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",71.933,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",67.486,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",71.593,,
"FRA","France","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",69.267,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",86.13,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",88.51,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",79.092,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",77.405,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",71.628,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",61.394,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",58.928,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",57.404,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",56.357,,
"GBR","United Kingdom","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",54.587,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",99.978,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",99.981,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",99.945,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",99.795,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",99.702,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",99.628,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",94.664,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",99.583,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",99.065,,
"NLD","Netherlands","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",98.598,,
"DNK","Denmark","DEP","Deprivation","9_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",97.494,,
